Using somtoolbox.jar


Nearest neighbours to 'electronic\electronic_8-ambriel.mp3', using distance metric: L2
Rank	InputName                                                	Distance
83	rock_pop\rock_pop_artist_106_album_1_track_3.mp3         	1126.7346603277697
84	classical\classical_1-oxenford_(anon).mp3                	1127.067065789036
85	jazz_blues\jazz_blues_19-cause_you_been_messin_'round.mp3	1127.7696593551661
86	jazz_blues\jazz_blues_20-greyhound_blues.mp3             	1127.9702527724721
87	world\world_artist_122_album_3_track_4.mp3               	1128.2360055947136
88	rock_pop\rock_pop_artist_105_album_1_track_2.mp3         	1129.5244500422991
89	jazz_blues\jazz_blues_artist_73_album_1_track_6.mp3      	1129.7847867065434
90	jazz_blues\jazz_blues_22-unknown_track.mp3               	1130.739722323921
91	rock_pop\rock_pop_artist_99_album_1_track_3.mp3          	1132.3955608037834
92	world\world_artist_119_album_4_track_2.mp3               	1132.6820610119864
93	rock_pop\rock_pop_13-hanna_to_hollywood.mp3              	1132.798105915675
94	classical\classical_3-tamerlano_act_i_track_3.mp3        	1133.6877439958155
95	metal_punk\metal_punk_6-november.mp3                     	1133.7748845815245
96	rock_pop\rock_pop_7-hate.mp3                             	1134.1802256255023
97	classical\classical_artist_23_album_1_track_4.mp3        	1135.971280547655
98	classical\classical_artist_20_album_1_track_3.mp3        	1136.1489016598973
99	jazz_blues\jazz_blues_artist_73_album_2_track_1.mp3      	1136.7591790782074
100	rock_pop\rock_pop_artist_103_album_1_track_1.mp3         	1138.1050269790965
