Using somtoolbox.jar


Nearest neighbours to 'classical\classical_artist_15_album_2_track_4.mp3', using distance metric: L1
Rank	InputName                                                                              	Distance
85	classical\classical_3-ave_clari_generis_dulcis_magdalena.mp3                           	77.3077145598759
86	classical\classical_artist_14_album_4_track_7.mp3                                      	77.32974028200486
87	classical\classical_artist_23_album_1_track_5.mp3                                      	77.39482546557502
88	classical\classical_artist_32_album_2_track_1.mp3                                      	77.56208831418814
89	classical\classical_artist_32_album_1_track_3.mp3                                      	77.59515516548942
90	classical\classical_artist_37_album_1_track_3.mp3                                      	77.60692544989953
91	classical\classical_11-fantasia_11.mp3                                                 	77.71393650213837
92	world\world_7-the_sea_as_a_moon-launched_mirror.mp3                                    	77.73455304291063
93	classical\classical_artist_15_album_2_track_3.mp3                                      	78.0285270272143
94	classical\classical_artist_23_album_1_track_6.mp3                                      	78.0864461950964
95	classical\classical_8-caprice_de_chaconne.mp3                                          	78.19570882281326
96	classical\classical_artist_14_album_3_track_6.mp3                                      	78.19641001609978
97	classical\classical_artist_7_album_1_track_8.mp3                                       	78.20908190984593
98	world\world_3-event_horizon.mp3                                                        	78.26581532632675
99	classical\classical_artist_32_album_1_track_2.mp3                                      	78.27939389179481
100	classical\classical_23-balletto_156_(anon).mp3                                         	78.42340451675632
